episode,pano_id,gt_lat,gt_lon,guess_lat,guess_lon,distance_km,score,steps
0,yscxeD1S6x6emEhgC6ZLJw,47.67732658290687,-122.2526536448817,7.42617055949689,-57.73826256414792,7504.550309964677,7.112757922292835e-09,21
1,yscxeD1S6x6emEhgC6ZLJw,47.67732658290687,-122.2526536448817,16.84253645702853,17.4118412643065,11795.681552754677,1.5595578116900303e-13,21
